policy,trade_id,asset,first_day,last_day,log_growth
aggressive_2__calmar,2025/12,TRX,2025-07-08,2025-07-09,-0.000344690037627899
aggressive_2__calmar,2025/13,BTC,2025-07-09,2025-07-12,0.05091409692493144
aggressive_2__calmar,2025/14,ETH,2025-07-12,2025-07-14,0.000321915981133337
aggressive_2__calmar,2025/15,BTC,2025-07-14,2025-07-16,-0.009395336095007856
aggressive_2__calmar,2025/16,ETH,2025-07-16,2025-10-08,0.11034146032295036
aggressive_2__calmar,2025/17,BNB,2025-10-08,2025-10-10,-0.04049888612443242
aggressive_2__calmar,2025/18,BNB,2025-10-14,2025-11-04,-0.05690842496184142
aggressive_2__calmar,2025/19,BNB,2025-12-05,2025-12-14,-0.0031785997404397354
aggressive_2__calmar,2025/2,TRX,2025-04-07,2025-04-10,0.014181558750154298
aggressive_2__calmar,2025/3,TRX,2025-04-28,2025-04-29,0.004684591234612
aggressive_2__calmar,2025/4,XRP,2025-04-29,2025-05-01,-0.012074908505351326
aggressive_2__calmar,2025/5,XRP,2025-05-03,2025-05-05,-0.011834467491695711
aggressive_2__calmar,2025/6,BTC,2025-05-05,2025-05-06,0.0009449568956963
aggressive_2__calmar,2025/7,XRP,2025-05-06,2025-05-09,0.04626951463386426
aggressive_2__calmar,2025/8,BTC,2025-05-09,2025-05-14,0.0011158703639365017
aggressive_2__calmar,2025/9,XRP,2025-05-14,2025-05-16,-0.02520864335783102
aggressive_2__calmar,2026/1,BNB,2026-01-04,2026-01-22,-0.0013556218777382237
aggressive_2__calmar,2026/10,SOL,2026-09-19,2026-09-25,0.01987701190663517
aggressive_2__calmar,2026/2,TRX,2026-03-15,2026-03-18,0.0128816376613545
aggressive_2__calmar,2026/3,TRX,2026-03-19,2026-06-14,0.008967418431743021
aggressive_2__calmar,2026/4,TRX,2026-06-15,2026-07-02,-0.012417298304493125
aggressive_2__calmar,2026/5,TRX,2026-07-05,2026-08-21,0.009526232730660045
aggressive_2__calmar,2026/6,LINK,2026-08-21,2026-09-14,0.020837638257780913
aggressive_2__calmar,2026/7,BNB,2026-09-14,2026-09-16,-0.004016547634344943
aggressive_2__calmar,2026/8,LINK,2026-09-16,2026-09-17,0.003421858221238816
aggressive_2__calmar,2026/9,BNB,2026-09-17,2026-09-19,0.018717919259759748
aggressive_2__defensive,2021/1,LTC,2021-01-01,2021-01-03,0.01443869873482736
aggressive_2__defensive,2021/10,LINK,2021-01-25,2021-01-30,-0.008186220178601255
aggressive_2__defensive,2021/11,DOGE,2021-01-30,2021-01-30,-0.0024750208694780005
aggressive_2__defensive,2021/12,DOGE,2021-02-09,2021-02-20,-0.003617824901011347
aggressive_2__defensive,2021/13,BNB,2021-02-20,2021-02-20,-0.01361328978464042
aggressive_2__defensive,2021/14,BNB,2021-03-09,2021-03-14,0.008109529195004624
aggressive_2__defensive,2021/15,ADA,2021-03-14,2021-03-15,-0.00759556051057206
aggressive_2__defensive,2021/16,DOGE,2021-03-15,2021-03-18,-0.0011585848508302533
aggressive_2__defensive,2021/17,ADA,2021-03-18,2021-03-20,-0.008989743728864574
aggressive_2__defensive,2021/18,BTC,2021-03-20,2021-03-21,-0.0005401502345721886
aggressive_2__defensive,2021/19,TRX,2021-03-21,2021-03-24,-0.021795278757962736
aggressive_2__defensive,2021/2,DOGE,2021-01-03,2021-01-04,-0.0003910987510584251
aggressive_2__defensive,2021/20,XRP,2021-03-25,2021-03-26,0.013926778647733347
aggressive_2__defensive,2021/21,TRX,2021-03-26,2021-04-07,0.12139749833957386
aggressive_2__defensive,2021/22,XRP,2021-04-08,2021-04-09,0.013417426903114179
aggressive_2__defensive,2021/23,TRX,2021-04-09,2021-04-11,0.001681769293856004
aggressive_2__defensive,2021/24,XRP,2021-04-11,2021-04-16,0.014467071740581747
aggressive_2__defensive,2021/25,DOGE,2021-04-17,2021-04-17,-0.008936721939895554
aggressive_2__defensive,2021/26,DOGE,2021-04-29,2021-05-07,0.019907377655614608
aggressive_2__defensive,2021/27,ETH,2021-05-12,2021-05-15,-0.005094456541722227
aggressive_2__defensive,2021/28,DOGE,2021-05-15,2021-05-17,-0.006184516094951338
aggressive_2__defensive,2021/29,ADA,2021-05-17,2021-05-19,-0.01671622863679891
aggressive_2__defensive,2021/3,ADA,2021-01-14,2021-01-17,0.012447730206707022
aggressive_2__defensive,2021/30,DOGE,2021-05-19,2021-05-21,-0.011804440791255639
aggressive_2__defensive,2021/31,ADA,2021-05-21,2021-05-25,-0.013814016976652424
aggressive_2__defensive,2021/32,ADA,2021-05-26,2021-05-30,-0.007954644091218877
aggressive_2__defensive,2021/33,ADA,2021-06-02,2021-06-03,0.0005189551942052059
aggressive_2__defensive,2021/34,ADA,2021-06-04,2021-06-05,-0.0067174490927882835
aggressive_2__defensive,2021/35,SOL,2021-06-11,2021-06-12,-0.009895611651329846
aggressive_2__defensive,2021/36,BNB,2021-06-13,2021-06-14,0.00616498927493778
aggressive_2__defensive,2021/37,SOL,2021-06-14,2021-06-23,-0.03489598818229002
aggressive_2__defensive,2021/38,BNB,2021-07-14,2021-07-21,-0.03392424629320169
aggressive_2__defensive,2021/39,BNB,2021-07-26,2021-07-27,0.00038835600983990555
aggressive_2__defensive,2021/4,DOGE,2021-01-17,2021-01-18,-0.0009479508333817231
aggressive_2__defensive,2021/40,ETH,2021-07-28,2021-07-29,-0.0006361096445843065
aggressive_2__defensive,2021/41,BTC,2021-07-29,2021-08-03,-0.008299758288248908
aggressive_2__defensive,2021/42,ETH,2021-08-03,2021-08-05,0.011771261136463304
aggressive_2__defensive,2021/43,LINK,2021-08-05,2021-08-09,-0.009542970570818883
aggressive_2__defensive,2021/44,ETH,2021-08-09,2021-08-13,0.0024534702137975696
aggressive_2__defensive,2021/45,XRP,2021-08-13,2021-08-17,0.03606265699553911
aggressive_2__defensive,2021/46,SOL,2021-08-18,2021-08-21,0.03196623900489706
aggressive_2__defensive,2021/47,AVAX,2021-08-21,2021-08-26,0.022940367482266386
aggressive_2__defensive,2021/48,SOL,2021-09-01,2021-09-12,0.0490893735301153
aggressive_2__defensive,2021/49,AVAX,2021-09-22,2021-10-05,0.008666110377571618
aggressive_2__defensive,2021/5,ADA,2021-01-18,2021-01-21,-0.0018339422138066456
aggressive_2__defensive,2021/50,BTC,2021-10-08,2021-10-19,0.03285257551392016
aggressive_2__defensive,2021/51,DOT,2021-10-19,2021-10-27,-0.00728161798203395
aggressive_2__defensive,2021/52,SOL,2021-10-30,2021-10-31,-0.005253832374184794
aggressive_2__defensive,2021/53,DOT,2021-10-31,2021-11-01,-0.00036117418387234066
aggressive_2__defensive,2021/54,BNB,2021-11-01,2021-11-02,0.012034836780832113
aggressive_2__defensive,2021/55,SOL,2021-11-02,2021-11-03,0.01645549855095229
aggressive_2__defensive,2021/56,DOT,2021-11-03,2021-11-05,0.006038372785551941
aggressive_2__defensive,2021/57,SOL,2021-11-05,2021-11-10,-0.007219494002772977
aggressive_2__defensive,2021/58,AVAX,2021-11-10,2021-11-14,0.01901534623307027
aggressive_2__defensive,2021/59,LTC,2021-11-14,2021-11-15,0.01531733856390796
aggressive_2__defensive,2021/6,DOGE,2021-01-21,2021-01-22,-0.005328008169757109
aggressive_2__defensive,2021/60,AVAX,2021-11-15,2021-11-23,0.040289805168044035
aggressive_2__defensive,2021/61,AVAX,2021-12-02,2021-12-04,-0.04650994853834018
aggressive_2__defensive,2021/62,ETH,2021-12-09,2021-12-10,-0.016807118669827464
aggressive_2__defensive,2021/63,BNB,2021-12-10,2021-12-12,-0.00307196402090317
aggressive_2__defensive,2021/64,AVAX,2021-12-19,2021-12-21,-0.0030242838235790747
aggressive_2__defensive,2021/65,AVAX,2021-12-23,2021-12-24,0.004556476458445371
aggressive_2__defensive,2021/66,AVAX,2021-12-25,2021-12-31,-0.006622296622891353
aggressive_2__defensive,2021/7,ADA,2021-01-22,2021-01-23,0.013526644459364589
aggressive_2__defensive,2021/8,DOGE,2021-01-23,2021-01-24,0.0002787228346934782
aggressive_2__defensive,2021/9,ADA,2021-01-24,2021-01-25,0.0017882813883983843
aggressive_2__defensive,2022/1,AVAX,2022-03-29,2022-03-31,0.015526941680307178
aggressive_2__defensive,2022/2,XRP,2022-03-31,2022-04-01,-0.020423442697917293
aggressive_2__defensive,2022/3,AVAX,2022-04-01,2022-04-03,-0.00420799185847592
aggressive_2__defensive,2022/4,SOL,2022-04-03,2022-04-06,-0.01248433682608637
aggressive_2__defensive,2022/5,AVAX,2022-04-06,2022-04-08,-0.012283913418860617
aggressive_2__defensive,2023/1,ETH,2023-01-18,2023-01-20,-0.006995756404991631
aggressive_2__defensive,2023/10,TRX,2023-02-15,2023-02-18,0.019875531112931215
aggressive_2__defensive,2023/11,LTC,2023-02-18,2023-02-20,-0.008141130907046408
aggressive_2__defensive,2023/12,DOT,2023-02-20,2023-02-25,-0.02320966218715179
aggressive_2__defensive,2023/13,LINK,2023-02-25,2023-02-26,-0.004487627006480007
aggressive_2__defensive,2023/14,TRX,2023-02-26,2023-03-03,0.007446379392328765
aggressive_2__defensive,2023/15,LINK,2023-03-03,2023-03-04,-0.012717075468601192
aggressive_2__defensive,2023/16,TRX,2023-03-04,2023-03-08,-0.006466836000616327
aggressive_2__defensive,2023/17,ETH,2023-03-08,2023-03-10,-0.032314755968185505
aggressive_2__defensive,2023/18,ETH,2023-03-16,2023-03-18,0.024973455118955004
aggressive_2__defensive,2023/19,BNB,2023-03-18,2023-03-19,-0.009876021545690202
aggressive_2__defensive,2023/2,ETH,2023-01-21,2023-01-25,-0.029358387654582895
aggressive_2__defensive,2023/20,BTC,2023-03-19,2023-03-23,0.0023592884531095917
aggressive_2__defensive,2023/21,XRP,2023-03-23,2023-03-24,0.008314454156674046
aggressive_2__defensive,2023/22,BTC,2023-03-24,2023-03-29,-0.01012393463090979
aggressive_2__defensive,2023/23,XRP,2023-03-29,2023-04-01,-0.0016021941171531057
aggressive_2__defensive,2023/24,XRP,2023-04-12,2023-04-13,-0.006221997824298035
aggressive_2__defensive,2023/25,LTC,2023-04-13,2023-04-14,0.008193976268145114
aggressive_2__defensive,2023/26,XRP,2023-04-14,2023-04-17,0.003750383762717394
aggressive_2__defensive,2023/27,ADA,2023-04-17,2023-04-20,-0.03148570425090699
aggressive_2__defensive,2023/28,DOGE,2023-04-20,2023-04-23,-0.01650274974746381
aggressive_2__defensive,2023/29,ETH,2023-04-23,2023-04-24,-0.0033592575918578887
aggressive_2__defensive,2023/3,BTC,2023-01-25,2023-01-29,0.005550117978525464
aggressive_2__defensive,2023/30,BNB,2023-04-24,2023-04-28,-0.015584248159242892
aggressive_2__defensive,2023/31,ADA,2023-04-29,2023-05-02,-0.01658923177385336
aggressive_2__defensive,2023/32,BNB,2023-05-02,2023-05-04,-0.004653075799900799
aggressive_2__defensive,2023/33,TRX,2023-05-04,2023-05-08,-0.02003371714560563
aggressive_2__defensive,2023/34,TRX,2023-05-16,2023-05-26,0.052925611411558424
aggressive_2__defensive,2023/35,LTC,2023-05-31,2023-06-01,-0.009162287332788198
aggressive_2__defensive,2023/36,XRP,2023-06-01,2023-06-06,-0.012585395839105841
aggressive_2__defensive,2023/37,XRP,2023-06-14,2023-06-16,-0.027556141711972598
aggressive_2__defensive,2023/38,BTC,2023-06-22,2023-07-02,0.0045658293819896435
aggressive_2__defensive,2023/39,LTC,2023-07-02,2023-07-05,-0.00914101390112896
aggressive_2__defensive,2023/4,AVAX,2023-01-29,2023-02-01,-0.005768801804345882
aggressive_2__defensive,2023/40,SOL,2023-07-13,2023-07-14,0.04317330247287869
aggressive_2__defensive,2023/41,LTC,2023-07-14,2023-07-15,-0.00991469045240983
aggressive_2__defensive,2023/42,XRP,2023-07-15,2023-07-16,-0.0005049111287006566
aggressive_2__defensive,2023/43,SOL,2023-07-16,2023-07-20,-0.008740899733709243
aggressive_2__defensive,2023/44,XRP,2023-07-20,2023-08-04,-0.013987150445819902
aggressive_2__defensive,2023/45,LINK,2023-08-05,2023-08-07,-0.001668212409631397
aggressive_2__defensive,2023/46,DOGE,2023-08-07,2023-08-08,-0.0038962033213187923
aggressive_2__defensive,2023/47,LINK,2023-08-08,2023-08-12,-0.0002931343987727193
aggressive_2__defensive,2023/48,DOGE,2023-08-12,2023-08-15,-0.00535880763567583
aggressive_2__defensive,2023/49,SOL,2023-08-16,2023-08-17,-0.059670155546910096
aggressive_2__defensive,2023/5,BTC,2023-02-01,2023-02-04,0.003345948958563724
aggressive_2__defensive,2023/50,TRX,2023-08-31,2023-09-01,0.008236091298231161
aggressive_2__defensive,2023/51,LINK,2023-09-21,2023-09-23,0.0016452490738886462
aggressive_2__defensive,2023/52,LINK,2023-09-30,2023-10-01,0.00838141936047058
aggressive_2__defensive,2023/53,LINK,2023-10-02,2023-10-04,-0.027497961025876153
aggressive_2__defensive,2023/54,SOL,2023-10-04,2023-10-06,-0.013101132938462405
aggressive_2__defensive,2023/55,LINK,2023-10-06,2023-10-08,0.0009407087328638708
aggressive_2__defensive,2023/56,SOL,2023-10-08,2023-10-10,-0.016495729782399278
aggressive_2__defensive,2023/57,LINK,2023-10-10,2023-10-11,-0.0016507826169851177
aggressive_2__defensive,2023/58,SOL,2023-10-11,2023-10-13,-0.011785711106366156
aggressive_2__defensive,2023/59,SOL,2023-10-17,2023-10-24,0.05698066817962542
aggressive_2__defensive,2023/6,AVAX,2023-02-04,2023-02-07,-0.0164057186086339
aggressive_2__defensive,2023/60,LINK,2023-10-24,2023-11-01,0.012761751341700543
aggressive_2__defensive,2023/61,SOL,2023-11-01,2023-11-03,0.02197403250058905
aggressive_2__defensive,2023/62,LINK,2023-11-10,2023-11-13,0.015933240803594165
aggressive_2__defensive,2023/63,SOL,2023-11-13,2023-11-17,0.0029284127071958054
aggressive_2__defensive,2023/64,AVAX,2023-11-18,2023-12-09,0.04279561739325534
aggressive_2__defensive,2023/65,ADA,2023-12-09,2023-12-11,0.030315821321266614
aggressive_2__defensive,2023/66,AVAX,2023-12-12,2023-12-18,-0.0020351192432334084
aggressive_2__defensive,2023/67,SOL,2023-12-28,2023-12-31,-0.008579369620877214
aggressive_2__defensive,2023/7,LTC,2023-02-07,2023-02-09,0.009532517826338852
aggressive_2__defensive,2023/8,AVAX,2023-02-09,2023-02-10,-0.021965339431136776
aggressive_2__defensive,2023/9,LTC,2023-02-10,2023-02-15,0.010922898202757903
aggressive_2__defensive,2024/1,SOL,2024-01-01,2024-01-04,-0.006622791911985654
aggressive_2__defensive,2024/10,SOL,2024-03-22,2024-04-05,-0.003974459905376386
aggressive_2__defensive,2024/11,BNB,2024-04-13,2024-05-22,0.0056794524614019425
aggressive_2__defensive,2024/12,DOGE,2024-05-22,2024-06-05,-0.011697546861983547
aggressive_2__defensive,2024/13,BNB,2024-06-05,2024-06-07,-0.007110467849134099
aggressive_2__defensive,2024/14,SOL,2024-07-07,2024-07-08,-0.01784496548437729
aggressive_2__defensive,2024/15,BNB,2024-07-08,2024-07-09,0.013699470357500422
aggressive_2__defensive,2024/16,SOL,2024-07-09,2024-07-10,0.0016693464422692175
aggressive_2__defensive,2024/17,BNB,2024-07-10,2024-07-19,0.03162474079896135
aggressive_2__defensive,2024/18,TRX,2024-07-19,2024-07-30,-0.008141077201462824
aggressive_2__defensive,2024/19,TRX,2024-08-12,2024-08-22,0.06201816262216894
aggressive_2__defensive,2024/2,SOL,2024-01-12,2024-02-17,0.005255795167106458
aggressive_2__defensive,2024/20,TRX,2024-08-31,2024-09-16,-0.02248225380518933
aggressive_2__defensive,2024/21,XRP,2024-09-16,2024-09-17,0.009986436748503047
aggressive_2__defensive,2024/22,TRX,2024-09-17,2024-10-15,0.032084711119319015
aggressive_2__defensive,2024/23,TRX,2024-10-24,2024-10-31,0.03828935324422446
aggressive_2__defensive,2024/24,DOGE,2024-10-31,2024-11-02,-0.013861255564345688
aggressive_2__defensive,2024/25,TRX,2024-11-02,2024-11-07,-0.030112510052442594
aggressive_2__defensive,2024/26,DOGE,2024-11-07,2024-11-14,0.08619127371350827
aggressive_2__defensive,2024/27,DOGE,2024-11-24,2024-12-03,-0.0021183882309144648
aggressive_2__defensive,2024/28,XRP,2024-12-03,2024-12-05,-0.01640225239415065
aggressive_2__defensive,2024/29,DOGE,2024-12-13,2024-12-15,-0.004713748628988599
aggressive_2__defensive,2024/3,AVAX,2024-02-25,2024-03-05,0.051809653535224987
aggressive_2__defensive,2024/30,XRP,2024-12-15,2024-12-19,-0.00995091473044672
aggressive_2__defensive,2024/4,SOL,2024-03-05,2024-03-05,-0.05159634188721114
aggressive_2__defensive,2024/5,AVAX,2024-03-07,2024-03-10,0.009335271970984112
aggressive_2__defensive,2024/6,SOL,2024-03-10,2024-03-13,0.010406983328342735
aggressive_2__defensive,2024/7,AVAX,2024-03-13,2024-03-17,-0.018442403664310898
aggressive_2__defensive,2024/8,SOL,2024-03-18,2024-03-21,-0.013366142726190551
aggressive_2__defensive,2024/9,AVAX,2024-03-21,2024-03-22,-0.008867774520808464
aggressive_2__defensive,2025/1,XRP,2025-01-01,2025-01-27,0.0759586951625256
aggressive_2__defensive,2025/10,BTC,2025-05-09,2025-05-14,0.0011158703639367073
aggressive_2__defensive,2025/11,XRP,2025-05-14,2025-05-16,-0.025208643357830626
aggressive_2__defensive,2025/12,TRX,2025-05-16,2025-06-13,-0.0019683724799693346
aggressive_2__defensive,2025/13,TRX,2025-06-21,2025-07-04,0.026120429503797452
aggressive_2__defensive,2025/14,BTC,2025-07-04,2025-07-08,-0.011212597470594103
aggressive_2__defensive,2025/15,TRX,2025-07-08,2025-07-09,-0.0003446900376279994
aggressive_2__defensive,2025/16,BTC,2025-07-09,2025-07-12,0.045845223309224734
aggressive_2__defensive,2025/17,ETH,2025-07-12,2025-07-14,0.00032191598113404736
aggressive_2__defensive,2025/18,BTC,2025-07-14,2025-07-16,-0.009395336095008134
aggressive_2__defensive,2025/19,ETH,2025-07-16,2025-08-01,0.0309518859015502
aggressive_2__defensive,2025/2,XRP,2025-01-31,2025-02-03,-0.05730655281837998
aggressive_2__defensive,2025/20,ETH,2025-08-06,2025-08-19,0.0411169964925531
aggressive_2__defensive,2025/21,ETH,2025-09-02,2025-09-22,-0.017001569130968036
aggressive_2__defensive,2025/22,ETH,2025-10-04,2025-10-08,-0.0067712614787040154
aggressive_2__defensive,2025/23,BNB,2025-10-08,2025-10-10,-0.04049888612443273
aggressive_2__defensive,2025/24,BNB,2025-10-14,2025-11-04,-0.05690842496184047
aggressive_2__defensive,2025/25,BNB,2025-12-05,2025-12-14,-0.0031785997404398412
aggressive_2__defensive,2025/3,XRP,2025-02-16,2025-04-07,-0.05592407650642618
aggressive_2__defensive,2025/4,TRX,2025-04-07,2025-04-10,0.014181558750154205
aggressive_2__defensive,2025/5,TRX,2025-04-28,2025-04-29,0.0046845912346125
aggressive_2__defensive,2025/6,XRP,2025-04-29,2025-05-01,-0.012074908505351017
aggressive_2__defensive,2025/7,XRP,2025-05-03,2025-05-05,-0.011834467491695711
aggressive_2__defensive,2025/8,BTC,2025-05-05,2025-05-06,0.0009449568956964001
aggressive_2__defensive,2025/9,XRP,2025-05-06,2025-05-09,0.04626951463386405
aggressive_2__defensive,2026/1,BNB,2026-01-04,2026-01-22,-0.0013556218777382237
aggressive_2__defensive,2026/10,SOL,2026-09-19,2026-09-25,0.01987701190663517
aggressive_2__defensive,2026/2,TRX,2026-03-15,2026-03-18,0.0128816376613545
aggressive_2__defensive,2026/3,TRX,2026-03-19,2026-06-14,0.008967418431743021
aggressive_2__defensive,2026/4,TRX,2026-06-15,2026-07-02,-0.012417298304493125
aggressive_2__defensive,2026/5,TRX,2026-07-05,2026-08-21,0.009526232730660045
aggressive_2__defensive,2026/6,LINK,2026-08-21,2026-09-14,0.020837638257780913
aggressive_2__defensive,2026/7,BNB,2026-09-14,2026-09-16,-0.004016547634344943
aggressive_2__defensive,2026/8,LINK,2026-09-16,2026-09-17,0.003421858221238816
aggressive_2__defensive,2026/9,BNB,2026-09-17,2026-09-19,0.018717919259759748
aggressive_2.5__growth,2021/1,LTC,2021-01-01,2021-01-03,0.04268746872906422
aggressive_2.5__growth,2021/10,ADA,2021-01-24,2021-01-25,0.005353823047482154
aggressive_2.5__growth,2021/11,LINK,2021-01-25,2021-01-30,-0.02475565499041755
aggressive_2.5__growth,2021/12,DOGE,2021-01-30,2021-01-30,-0.01235882022644772
aggressive_2.5__growth,2021/13,DOGE,2021-02-06,2021-02-20,0.012606998654312373
aggressive_2.5__growth,2021/14,BNB,2021-02-20,2021-02-20,-0.06935244337996684
aggressive_2.5__growth,2021/15,BNB,2021-03-09,2021-03-14,0.02392476720070107
aggressive_2.5__growth,2021/16,ADA,2021-03-14,2021-03-15,-0.02295104146613628
aggressive_2.5__growth,2021/17,DOGE,2021-03-15,2021-03-18,-0.0034785595783716166
aggressive_2.5__growth,2021/18,ADA,2021-03-18,2021-03-20,-0.027204070657291423
aggressive_2.5__growth,2021/19,BTC,2021-03-20,2021-03-21,-0.0016200721825971138
aggressive_2.5__growth,2021/2,DOGE,2021-01-03,2021-01-04,-0.049570648919511864
aggressive_2.5__growth,2021/20,TRX,2021-03-21,2021-03-25,-0.07422213562199606
aggressive_2.5__growth,2021/21,XRP,2021-03-25,2021-03-26,0.041184013578571
aggressive_2.5__growth,2021/22,TRX,2021-03-26,2021-04-11,0.41337149829331193
aggressive_2.5__growth,2021/23,XRP,2021-04-11,2021-04-18,0.02952866320488127
aggressive_2.5__growth,2021/24,DOGE,2021-04-18,2021-05-12,0.07928248412759462
aggressive_2.5__growth,2021/25,ETH,2021-05-12,2021-05-15,-0.01747419975769028
aggressive_2.5__growth,2021/26,DOGE,2021-05-15,2021-05-17,-0.01866556796478383
aggressive_2.5__growth,2021/27,ADA,2021-05-17,2021-05-19,-0.050992071853521594
aggressive_2.5__growth,2021/28,DOGE,2021-05-19,2021-05-21,-0.035832363561003513
aggressive_2.5__growth,2021/29,ADA,2021-05-21,2021-05-25,-0.04201611736740515
aggressive_2.5__growth,2021/3,DOGE,2021-01-08,2021-01-14,-0.01759101880623404
aggressive_2.5__growth,2021/30,ADA,2021-05-26,2021-05-30,-0.02187577192269967
aggressive_2.5__growth,2021/31,ADA,2021-06-02,2021-06-03,0.0015557071736540854
aggressive_2.5__growth,2021/32,ADA,2021-06-04,2021-06-05,-0.020284125871041395
aggressive_2.5__growth,2021/33,SOL,2021-06-11,2021-06-12,-0.029978518083128944
aggressive_2.5__growth,2021/34,BNB,2021-06-13,2021-06-14,0.018376757673164244
aggressive_2.5__growth,2021/35,SOL,2021-06-14,2021-06-23,-0.10908137879463642
aggressive_2.5__growth,2021/36,BNB,2021-07-14,2021-07-21,-0.07743289490054373
aggressive_2.5__growth,2021/37,BNB,2021-07-26,2021-07-27,0.0007611299193587044
