ts,date,selected,gross_exposure,strategy_ret,kill_day,overlay_multiplier,balanced_ret,balanced_exposure,ret_gap,underparticipation_bar,turnover,cost
2017-08-31 16:00:00,2017-08-31,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-08-31 20:00:00,2017-08-31,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-01 00:00:00,2017-09-01,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-01 04:00:00,2017-09-01,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-01 08:00:00,2017-09-01,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-01 12:00:00,2017-09-01,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-01 16:00:00,2017-09-01,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-01 20:00:00,2017-09-01,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-02 00:00:00,2017-09-02,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-02 04:00:00,2017-09-02,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-02 08:00:00,2017-09-02,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-02 12:00:00,2017-09-02,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-02 16:00:00,2017-09-02,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-02 20:00:00,2017-09-02,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-03 00:00:00,2017-09-03,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-03 04:00:00,2017-09-03,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-03 08:00:00,2017-09-03,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-03 12:00:00,2017-09-03,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-03 16:00:00,2017-09-03,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-03 20:00:00,2017-09-03,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-04 00:00:00,2017-09-04,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-04 04:00:00,2017-09-04,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-04 08:00:00,2017-09-04,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-04 12:00:00,2017-09-04,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-04 16:00:00,2017-09-04,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-04 20:00:00,2017-09-04,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-05 00:00:00,2017-09-05,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-05 04:00:00,2017-09-05,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-05 08:00:00,2017-09-05,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-05 12:00:00,2017-09-05,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-05 16:00:00,2017-09-05,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-05 20:00:00,2017-09-05,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-06 00:00:00,2017-09-06,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-06 04:00:00,2017-09-06,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-06 08:00:00,2017-09-06,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-06 12:00:00,2017-09-06,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-06 16:00:00,2017-09-06,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-06 20:00:00,2017-09-06,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-07 00:00:00,2017-09-07,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-07 04:00:00,2017-09-07,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-07 08:00:00,2017-09-07,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-07 12:00:00,2017-09-07,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-07 16:00:00,2017-09-07,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-07 20:00:00,2017-09-07,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-08 00:00:00,2017-09-08,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-08 04:00:00,2017-09-08,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-08 08:00:00,2017-09-08,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-08 12:00:00,2017-09-08,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-08 16:00:00,2017-09-08,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-08 20:00:00,2017-09-08,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-09 00:00:00,2017-09-09,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-09 04:00:00,2017-09-09,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-09 08:00:00,2017-09-09,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-09 12:00:00,2017-09-09,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-09 16:00:00,2017-09-09,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-09 20:00:00,2017-09-09,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-10 00:00:00,2017-09-10,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-10 04:00:00,2017-09-10,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-10 08:00:00,2017-09-10,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-10 12:00:00,2017-09-10,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-10 16:00:00,2017-09-10,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-10 20:00:00,2017-09-10,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-11 00:00:00,2017-09-11,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-11 04:00:00,2017-09-11,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-11 08:00:00,2017-09-11,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-11 12:00:00,2017-09-11,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-11 16:00:00,2017-09-11,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-11 20:00:00,2017-09-11,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-12 00:00:00,2017-09-12,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-12 04:00:00,2017-09-12,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-12 08:00:00,2017-09-12,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-12 12:00:00,2017-09-12,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-12 16:00:00,2017-09-12,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-12 20:00:00,2017-09-12,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-13 00:00:00,2017-09-13,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-13 04:00:00,2017-09-13,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-13 08:00:00,2017-09-13,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-13 12:00:00,2017-09-13,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-13 16:00:00,2017-09-13,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-13 20:00:00,2017-09-13,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-14 00:00:00,2017-09-14,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-14 04:00:00,2017-09-14,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-14 08:00:00,2017-09-14,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-14 12:00:00,2017-09-14,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-14 16:00:00,2017-09-14,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-14 20:00:00,2017-09-14,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-15 00:00:00,2017-09-15,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-15 04:00:00,2017-09-15,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-15 08:00:00,2017-09-15,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-15 12:00:00,2017-09-15,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-15 16:00:00,2017-09-15,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-15 20:00:00,2017-09-15,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-16 00:00:00,2017-09-16,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-16 04:00:00,2017-09-16,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-16 08:00:00,2017-09-16,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-16 12:00:00,2017-09-16,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-16 16:00:00,2017-09-16,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-16 20:00:00,2017-09-16,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-17 00:00:00,2017-09-17,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-17 04:00:00,2017-09-17,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-17 08:00:00,2017-09-17,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-17 12:00:00,2017-09-17,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-17 16:00:00,2017-09-17,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-17 20:00:00,2017-09-17,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-18 00:00:00,2017-09-18,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-18 04:00:00,2017-09-18,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-18 08:00:00,2017-09-18,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-18 12:00:00,2017-09-18,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-18 16:00:00,2017-09-18,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-18 20:00:00,2017-09-18,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-19 00:00:00,2017-09-19,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-19 04:00:00,2017-09-19,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-19 08:00:00,2017-09-19,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-19 12:00:00,2017-09-19,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-19 16:00:00,2017-09-19,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-19 20:00:00,2017-09-19,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-20 00:00:00,2017-09-20,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-20 04:00:00,2017-09-20,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-20 08:00:00,2017-09-20,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-20 12:00:00,2017-09-20,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-20 16:00:00,2017-09-20,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-20 20:00:00,2017-09-20,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-21 00:00:00,2017-09-21,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-21 04:00:00,2017-09-21,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-21 08:00:00,2017-09-21,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-21 12:00:00,2017-09-21,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-21 16:00:00,2017-09-21,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-21 20:00:00,2017-09-21,CASH,0.0,0.0,False,1.0,0.0,0.0,0.0,False,0.0,0.0
2017-09-22 00:00:00,2017-09-22,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-22 04:00:00,2017-09-22,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-22 08:00:00,2017-09-22,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-22 12:00:00,2017-09-22,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-22 16:00:00,2017-09-22,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-22 20:00:00,2017-09-22,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-23 00:00:00,2017-09-23,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-23 04:00:00,2017-09-23,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-23 08:00:00,2017-09-23,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-23 12:00:00,2017-09-23,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-23 16:00:00,2017-09-23,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-23 20:00:00,2017-09-23,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-24 00:00:00,2017-09-24,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-24 04:00:00,2017-09-24,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
2017-09-24 08:00:00,2017-09-24,CASH,0.0,0.0,True,0.5,0.0,0.0,0.0,False,0.0,0.0
