date,strategy_return,equity,executed_regime,executed_position,chosen_asset,weekly_authorized_asset,approved_shortlist
2018-10-04,0.0,1.0,CASH,CASH,,,
2018-10-05,0.0,1.0,CASH,CASH,,,
2018-10-06,0.0,1.0,CASH,CASH,,,
2018-10-07,0.0,1.0,CASH,CASH,,,
2018-10-08,0.0,1.0,CASH,CASH,,,
2018-10-09,0.0,1.0,CASH,CASH,,,
2018-10-10,0.0,1.0,CASH,CASH,,,
2018-10-11,0.0,1.0,CASH,CASH,,,
2018-10-12,0.0,1.0,CASH,CASH,,,
2018-10-13,0.0,1.0,CASH,CASH,,,
2018-10-14,0.0,1.0,CASH,CASH,,,
2018-10-15,0.0,1.0,CASH,CASH,,,
2018-10-16,0.0,1.0,BASE,0.0,,,
2018-10-17,0.0,1.0,BASE,0.0,,,
2018-10-18,0.0,1.0,BASE,0.0,,,
2018-10-19,0.0,1.0,BASE,0.0,,,
2018-10-20,0.0,1.0,CASH,CASH,,,
2018-10-21,0.0,1.0,CASH,CASH,,,
2018-10-22,0.0,1.0,BASE,0.0,,,
2018-10-23,0.0,1.0,BASE,0.0,,,
2018-10-24,0.0,1.0,CASH,CASH,,,
2018-10-25,0.0,1.0,CASH,CASH,,,
2018-10-26,0.0,1.0,CASH,CASH,,,
2018-10-27,0.0,1.0,CASH,CASH,,,
2018-10-28,0.0,1.0,CASH,CASH,,,
2018-10-29,0.0,1.0,CASH,CASH,,,
2018-10-30,0.0,1.0,CASH,CASH,,,
2018-10-31,0.0,1.0,CASH,CASH,,,
2018-11-01,0.0,1.0,CASH,CASH,,,
2018-11-02,0.0,1.0,CASH,CASH,,,
2018-11-03,0.0,1.0,CASH,CASH,,,
2018-11-04,0.0,1.0,CASH,CASH,,,
2018-11-05,0.0,1.0,CASH,CASH,,,
2018-11-06,0.0,1.0,CASH,CASH,,,
2018-11-07,0.0,1.0,BASE,0.0,,,
2018-11-08,0.0,1.0,BASE,0.0,,,
2018-11-09,0.0,1.0,BASE,0.0,,,
2018-11-10,0.0,1.0,CASH,CASH,,,
2018-11-11,0.0,1.0,CASH,CASH,,,
2018-11-12,0.0,1.0,CASH,CASH,,,
2018-11-13,0.0,1.0,CASH,CASH,,,
2018-11-14,0.0,1.0,CASH,CASH,,,
2018-11-15,0.0,1.0,CASH,CASH,,,
2018-11-16,0.0,1.0,CASH,CASH,,,
2018-11-17,0.0,1.0,CASH,CASH,,,
2018-11-18,0.0,1.0,CASH,CASH,,,
2018-11-19,0.0,1.0,CASH,CASH,,,
2018-11-20,0.0,1.0,CASH,CASH,,,
2018-11-21,0.0,1.0,CASH,CASH,,,
2018-11-22,0.0,1.0,CASH,CASH,,,
2018-11-23,0.0,1.0,CASH,CASH,,,
2018-11-24,0.0,1.0,CASH,CASH,,,
2018-11-25,0.0,1.0,CASH,CASH,,,
2018-11-26,0.0,1.0,CASH,CASH,,,
2018-11-27,0.0,1.0,CASH,CASH,,,
2018-11-28,0.0,1.0,CASH,CASH,,,
2018-11-29,0.0,1.0,CASH,CASH,,,
2018-11-30,0.0,1.0,CASH,CASH,,,
2018-12-01,0.0,1.0,CASH,CASH,,,
2018-12-02,0.0,1.0,CASH,CASH,,,
2018-12-03,0.0,1.0,CASH,CASH,,,
2018-12-04,0.0,1.0,CASH,CASH,,,
2018-12-05,0.0,1.0,CASH,CASH,,,
2018-12-06,0.0,1.0,CASH,CASH,,,
2018-12-07,0.0,1.0,CASH,CASH,,,
2018-12-08,0.0,1.0,CASH,CASH,,,
2018-12-09,0.0,1.0,CASH,CASH,,,
2018-12-10,0.0,1.0,CASH,CASH,,,
2018-12-11,0.0,1.0,CASH,CASH,,,
2018-12-12,0.0,1.0,CASH,CASH,,,
2018-12-13,0.0,1.0,CASH,CASH,,,
2018-12-14,0.0,1.0,CASH,CASH,,,
2018-12-15,0.0,1.0,CASH,CASH,,,
2018-12-16,0.0,1.0,CASH,CASH,,,
2018-12-17,0.0,1.0,CASH,CASH,,,
2018-12-18,0.0,1.0,CASH,CASH,,,
2018-12-19,0.0,1.0,CASH,CASH,,,
2018-12-20,0.0,1.0,CASH,CASH,,,
2018-12-21,0.0,1.0,CASH,CASH,,,
2018-12-22,0.0,1.0,CASH,CASH,,,
2018-12-23,0.0,1.0,CASH,CASH,,,
2018-12-24,0.0,1.0,CASH,CASH,,,
2018-12-25,0.0,1.0,CASH,CASH,,,
2018-12-26,0.0,1.0,CASH,CASH,,,
2018-12-27,0.0,1.0,CASH,CASH,,,
2018-12-28,0.0,1.0,CASH,CASH,,,
2018-12-29,0.0,1.0,CASH,CASH,,,
2018-12-30,0.0,1.0,CASH,CASH,,,
2018-12-31,0.0,1.0,CASH,CASH,,,
2019-01-01,0.0,1.0,CASH,CASH,,,
2019-01-02,0.0,1.0,CASH,CASH,,,
2019-01-03,0.0,1.0,CASH,CASH,,,
2019-01-04,0.0,1.0,CASH,CASH,,,
2019-01-05,0.0,1.0,CASH,CASH,,,
2019-01-06,0.0,1.0,CASH,CASH,,,
2019-01-07,0.0,1.0,CASH,CASH,,,
2019-01-08,0.0,1.0,CASH,CASH,,,
2019-01-09,0.0,1.0,CASH,CASH,,,
2019-01-10,0.0,1.0,CASH,CASH,,,
2019-01-11,0.0,1.0,CASH,CASH,,,
2019-01-12,0.0,1.0,CASH,CASH,,,
2019-01-13,0.0,1.0,CASH,CASH,,,
2019-01-14,0.0,1.0,CASH,CASH,,,
2019-01-15,0.0,1.0,CASH,CASH,,,
2019-01-16,0.0,1.0,CASH,CASH,,,
2019-01-17,0.0,1.0,CASH,CASH,,,
2019-01-18,0.0,1.0,CASH,CASH,,,
2019-01-19,0.0,1.0,CASH,CASH,,,
2019-01-20,0.0,1.0,CASH,CASH,,,
2019-01-21,0.0,1.0,CASH,CASH,,,
2019-01-22,0.0,1.0,CASH,CASH,,,
2019-01-23,0.0,1.0,CASH,CASH,,,
2019-01-24,0.0,1.0,CASH,CASH,,,
2019-01-25,0.0,1.0,CASH,CASH,,,
2019-01-26,0.0,1.0,CASH,CASH,,,
2019-01-27,0.0,1.0,CASH,CASH,,,
2019-01-28,0.0,1.0,CASH,CASH,,,
2019-01-29,0.0,1.0,CASH,CASH,,,
2019-01-30,0.0,1.0,CASH,CASH,,,
2019-01-31,0.0,1.0,CASH,CASH,,,
2019-02-01,0.0,1.0,CASH,CASH,,,
2019-02-02,0.0,1.0,CASH,CASH,,,
2019-02-03,0.0,1.0,CASH,CASH,,,
2019-02-04,0.0,1.0,CASH,CASH,,,
2019-02-05,0.0,1.0,CASH,CASH,,,
2019-02-06,0.0,1.0,CASH,CASH,,,
2019-02-07,0.0,1.0,CASH,CASH,,,
2019-02-08,0.0,1.0,CASH,CASH,,,
2019-02-09,0.0,1.0,CASH,CASH,,,
2019-02-10,0.0,1.0,CASH,CASH,,,
2019-02-11,0.0,1.0,CASH,CASH,,,
2019-02-12,0.0,1.0,CASH,CASH,,,
2019-02-13,0.0,1.0,CASH,CASH,,,
2019-02-14,0.0,1.0,CASH,CASH,,,
2019-02-15,0.0,1.0,CASH,CASH,,,
2019-02-16,0.0,1.0,CASH,CASH,,,
2019-02-17,0.0,1.0,CASH,CASH,,,
2019-02-18,0.0,1.0,CASH,CASH,,,
2019-02-19,0.0,1.0,CASH,CASH,,,
2019-02-20,0.0,1.0,CASH,CASH,,,
2019-02-21,0.0,1.0,CASH,CASH,,,
2019-02-22,0.0,1.0,CASH,CASH,,,
2019-02-23,0.0,1.0,CASH,CASH,,,
2019-02-24,0.0,1.0,CASH,CASH,,,
2019-02-25,0.0,1.0,CASH,CASH,,,
2019-02-26,0.0,1.0,CASH,CASH,,,
2019-02-27,0.0,1.0,CASH,CASH,,,
2019-02-28,0.0,1.0,CASH,CASH,,,
2019-03-01,0.0,1.0,CASH,CASH,,,
2019-03-02,0.0,1.0,CASH,CASH,,,
2019-03-03,0.0,1.0,CASH,CASH,,,
2019-03-04,0.0,1.0,CASH,CASH,,,
2019-03-05,0.0,1.0,CASH,CASH,,,
2019-03-06,0.0,1.0,CASH,CASH,,,
2019-03-07,0.0,1.0,CASH,CASH,,,
2019-03-08,0.0,1.0,CASH,CASH,,,
2019-03-09,0.0,1.0,CASH,CASH,,,
2019-03-10,0.0,1.0,CASH,CASH,,,
2019-03-11,0.0,1.0,CASH,CASH,,,
2019-03-12,0.0,1.0,CASH,CASH,,,
2019-03-13,0.0,1.0,CASH,CASH,,,
2019-03-14,0.0,1.0,CASH,CASH,,,
2019-03-15,0.0,1.0,CASH,CASH,,,
2019-03-16,0.0,1.0,CASH,CASH,,,
2019-03-17,0.0,1.0,CASH,CASH,,,
2019-03-18,0.0,1.0,CASH,CASH,,,
2019-03-19,0.0,1.0,CASH,CASH,,,
2019-03-20,0.0,1.0,CASH,CASH,,,
2019-03-21,0.0,1.0,CASH,CASH,,,
2019-03-22,0.0,1.0,CASH,CASH,,,
2019-03-23,0.0,1.0,CASH,CASH,,,
2019-03-24,0.0,1.0,CASH,CASH,,,
2019-03-25,0.0,1.0,CASH,CASH,,,
2019-03-26,0.0,1.0,CASH,CASH,,,
2019-03-27,0.0,1.0,CASH,CASH,,,
2019-03-28,0.0157024793388427,1.0157024793388427,BASE,0.0193055032630521,,,
2019-03-29,-0.016273393002441,0.999173553719008,BASE,0.0699333014579819,,,
2019-03-30,0.0004962779156325,0.9996694214876028,BASE,0.046093790810068,,,
2019-03-31,0.0170255451144969,1.0166893383227231,BASE,0.0331580782900893,,,
2019-04-01,0.1021141719958855,1.1205077282825928,BASE,0.0179437381619538,,,
2019-04-02,0.1065337327429016,1.2398795991438065,BASE,0.1680264400802102,,,
2019-04-03,-0.0014999999999998,1.238019779745091,BASE,0.0,,,
2019-04-04,0.0,1.238019779745091,BASE,0.0,,,
2019-04-05,0.0,1.238019779745091,BASE,0.0,,,
2019-04-06,0.0,1.238019779745091,BASE,0.0,,,
2019-04-07,0.0,1.238019779745091,BASE,0.0,,,
2019-04-08,-0.0245528200537152,1.2076229028700696,BASE,0.0,,,
2019-04-09,0.0144329896907215,1.2250525117774727,BASE,0.0408915869705067,,,
2019-04-10,-0.0736788617886179,1.134792037078421,BASE,0.0650795585718266,,,
2019-04-11,-0.0014999999999999,1.1330898490228034,BASE,0.0361514495079161,,,
2019-04-12,0.0,1.1330898490228034,BASE,0.0,,,
2019-04-13,0.0,1.1330898490228034,BASE,0.0,,,
2019-04-14,0.0,1.1330898490228034,BASE,0.0,,,
2019-04-15,0.0,1.1330898490228034,BASE,0.0,,,
2019-04-16,0.0041245796061635,1.1377633683060338,BASE,0.0,,,
2019-04-17,0.0106903563836533,1.149926464193491,BASE,0.0270200357309378,,,
2019-04-18,4.564091251402225e-05,1.149978947886641,BASE,0.1124572976535369,,,
2019-04-19,0.0062848471479532,1.1572063897974727,BASE,0.1109700383389753,,,
2019-04-20,-0.0067255887961025,1.1494234954674725,BASE,0.0171538093647036,,,
2019-04-21,0.0192156221105221,1.171510383001331,BASE,0.0,,,
2019-04-22,0.0254184135564872,1.2012883184021774,BASE,0.0449044324597369,,,
2019-04-23,-0.014255521716415,1.1841633266915195,BASE,0.0,,,
2019-04-24,-0.0360295475530931,1.1414984578018585,BASE,0.0330748244752194,,,
2019-04-25,0.0180463227264888,1.1620983073631401,BASE,0.0278575045423405,,,
2019-04-26,-0.0034643683784646,1.158072370734444,BASE,0.0227273132942236,,,
2019-04-27,0.002233892089605,1.1606593794426179,BASE,0.0121923695231207,,,
2019-04-28,-0.013072018569878,1.1454872184812408,BASE,0.024076266431106,,,
2019-04-29,0.0157823196783586,1.1635656639507856,BASE,0.0,,,
2019-04-30,0.0117256583114226,1.1772092373491763,BASE,0.0792523053400582,,,
2019-05-01,0.020372640808441,1.20119209829807,BASE,0.0,,,
2019-05-02,0.0509424035158305,1.2623837108695974,BASE,0.0590558470428121,,,
2019-05-03,0.0509424035158305,1.326692571260528,BTC,BTC,,,
2019-05-04,0.0098325044303435,1.339737281845151,BTC,BTC,,,
2019-05-05,-0.0092341473037764,1.3273659504362318,BTC,BTC,,,
2019-05-06,-0.0048185303049715,1.3209699973782676,BTC,BTC,,,
2019-05-07,0.0171457203551277,1.343618979550829,BTC,BTC,,,
2019-05-08,0.024109100736529,1.3760124248803325,BTC,BTC,,,
2019-05-09,0.0264366631342625,1.4123896018254536,BASE,0.0,,,
2019-05-10,0.1102861455471473,1.568156607021653,BASE,0.0148504676808636,,,
2019-05-11,-0.0153909855826981,1.54402113129157,BASE,0.0601288053556083,,,
2019-05-12,0.1181804742432874,1.726494280829265,BASE,0.019596523434942,,,BNB
2019-05-13,0.0201329532224918,1.7612537094241003,BASE,0.007581728174701,,,BNB
2019-05-14,0.0279721071624499,1.8105196869243736,BASE,0.2418621715885174,,,BNB
2019-05-15,-0.0371217657074103,1.743309999297713,BASE,0.1185158780501196,,,BNB
2019-05-16,-0.0650002097478068,1.6299944836879128,BASE,0.1022164855784298,,,BNB
2019-05-17,-0.0014999999999999,1.627549491962381,BASE,0.0456269405228897,,,BNB
2019-05-18,0.0,1.627549491962381,BASE,0.0,,,
2019-05-19,0.0,1.627549491962381,BASE,0.0,BNB,BNB,BNB
2019-05-20,0.0,1.627549491962381,BASE,0.0,BNB,BNB,BNB
2019-05-21,0.0,1.627549491962381,BASE,0.0,BNB,BNB,BNB
2019-05-22,0.0,1.627549491962381,BASE,0.0,BNB,BNB,BNB
2019-05-23,0.0,1.627549491962381,BASE,0.0,BNB,BNB,BNB
2019-05-24,0.0,1.627549491962381,BASE,0.0,BNB,BNB,BNB
2019-05-25,0.0,1.627549491962381,BASE,0.0,,,
2019-05-26,0.0,1.627549491962381,BASE,0.0,,,
2019-05-27,0.0,1.627549491962381,BASE,0.0,,,
2019-05-28,0.0,1.627549491962381,BASE,0.0,,,
2019-05-29,0.0,1.627549491962381,BASE,0.0,,,
2019-05-30,0.0,1.627549491962381,BASE,0.0,,,
2019-05-31,0.0,1.627549491962381,BASE,0.0,,,
2019-06-01,0.0,1.627549491962381,BASE,0.0,,,
2019-06-02,0.0,1.627549491962381,BASE,0.0,,,
2019-06-03,0.0,1.627549491962381,BASE,0.0,,,
2019-06-04,0.0,1.627549491962381,CASH,CASH,,,
2019-06-05,0.0,1.627549491962381,CASH,CASH,,,
2019-06-06,0.0,1.627549491962381,CASH,CASH,,,
2019-06-07,0.0,1.627549491962381,CASH,CASH,,,
2019-06-08,0.0,1.627549491962381,CASH,CASH,,,
2019-06-09,0.0,1.627549491962381,CASH,CASH,,,
2019-06-10,0.0,1.627549491962381,CASH,CASH,,,
2019-06-11,0.0307854253065986,1.6776542952799816,BASE,0.0628964727260519,,,
2019-06-12,0.011184058349041,1.6964172788079122,BASE,0.0677046227373272,,,
2019-06-13,0.0524983756238941,1.7854764303256343,BASE,0.0,,,
2019-06-14,0.0183468208092485,1.8182342464519554,BASE,0.0,,,
2019-06-15,-0.0014999999999999,1.8155068950822775,BASE,0.0236228761604484,,,
2019-06-16,0.0,1.8155068950822775,BASE,0.0,,,
2019-06-17,0.0,1.8155068950822775,BASE,0.0,,,
2019-06-18,0.0,1.8155068950822775,BASE,0.0,,,
2019-06-19,0.0,1.8155068950822775,BASE,0.0,,,
2019-06-20,0.066035136680004,1.9353941410425255,BASE,0.0,,,
2019-06-21,0.0560677017202992,2.0439072424537126,BASE,0.0177461847564681,,,
2019-06-22,0.0164564984388835,2.077542798798375,BASE,0.0776286080195676,,,
2019-06-23,0.013801488528865,2.1062159819042168,BASE,0.006534431744622,,,
2019-06-24,0.0691234820138939,2.251804964446749,BASE,0.0114846440237035,,,
2019-06-25,0.1076859044096623,2.4942926185973646,BASE,0.0,,,
2019-06-26,-0.1347057385938385,2.158297089140047,BASE,0.0,,,
2019-06-27,-0.0015,2.155059643506337,BASE,0.0871129270741077,,,
2019-06-28,0.0,2.155059643506337,CASH,CASH,,,
2019-06-29,0.0,2.155059643506337,CASH,CASH,,,
2019-06-30,0.0,2.155059643506337,CASH,CASH,,,
2019-07-01,0.0,2.155059643506337,CASH,CASH,,,
2019-07-02,0.0,2.155059643506337,CASH,CASH,,,
2019-07-03,0.0,2.155059643506337,CASH,CASH,,,
2019-07-04,0.0,2.155059643506337,CASH,CASH,,,
2019-07-05,0.0,2.155059643506337,CASH,CASH,,,
2019-07-06,0.0,2.155059643506337,CASH,CASH,,,
2019-07-07,0.0,2.155059643506337,CASH,CASH,,,
2019-07-08,0.0,2.155059643506337,CASH,CASH,,,
2019-07-09,0.0,2.155059643506337,CASH,CASH,,,
2019-07-10,0.0,2.155059643506337,CASH,CASH,,,
2019-07-11,0.0,2.155059643506337,CASH,CASH,,,
2019-07-12,0.0,2.155059643506337,CASH,CASH,,,
2019-07-13,0.0,2.155059643506337,CASH,CASH,,,
2019-07-14,0.0,2.155059643506337,CASH,CASH,,,
2019-07-15,0.0,2.155059643506337,CASH,CASH,,,
2019-07-16,0.0,2.155059643506337,CASH,CASH,,,
2019-07-17,0.0,2.155059643506337,CASH,CASH,,,
2019-07-18,0.0,2.155059643506337,CASH,CASH,,,
2019-07-19,0.0,2.155059643506337,CASH,CASH,,,
2019-07-20,0.0,2.155059643506337,CASH,CASH,,,
2019-07-21,0.0,2.155059643506337,CASH,CASH,,,
2019-07-22,0.0,2.155059643506337,CASH,CASH,,,
2019-07-23,0.0,2.155059643506337,CASH,CASH,,,
2019-07-24,0.0,2.155059643506337,CASH,CASH,,,
2019-07-25,0.0,2.155059643506337,CASH,CASH,,,
2019-07-26,0.0,2.155059643506337,CASH,CASH,,,
2019-07-27,0.0,2.155059643506337,CASH,CASH,,,
2019-07-28,0.0,2.155059643506337,CASH,CASH,,,
2019-07-29,0.0,2.155059643506337,CASH,CASH,,,
2019-07-30,0.0,2.155059643506337,CASH,CASH,,,
2019-07-31,0.0,2.155059643506337,CASH,CASH,,,
2019-08-01,0.0,2.155059643506337,CASH,CASH,,,
2019-08-02,0.0,2.155059643506337,CASH,CASH,,,
2019-08-03,0.0,2.155059643506337,CASH,CASH,,,
2019-08-04,0.0,2.155059643506337,CASH,CASH,,,
2019-08-05,0.0,2.155059643506337,CASH,CASH,,,
2019-08-06,0.0,2.155059643506337,CASH,CASH,,,
2019-08-07,0.0,2.155059643506337,CASH,CASH,,,
2019-08-08,0.0,2.155059643506337,CASH,CASH,,,
2019-08-09,0.0,2.155059643506337,CASH,CASH,,,
2019-08-10,0.0,2.155059643506337,CASH,CASH,,,
2019-08-11,0.0,2.155059643506337,CASH,CASH,,,
2019-08-12,0.0,2.155059643506337,CASH,CASH,,,
2019-08-13,0.0,2.155059643506337,CASH,CASH,,,
2019-08-14,0.0,2.155059643506337,BASE,0.0,,,
2019-08-15,0.0,2.155059643506337,BASE,0.0,,,
2019-08-16,0.0,2.155059643506337,BASE,0.0,,,
2019-08-17,0.0,2.155059643506337,BASE,0.0,,,
2019-08-18,0.0,2.155059643506337,BASE,0.0,,,
2019-08-19,0.0,2.155059643506337,BASE,0.0,,,
2019-08-20,0.0,2.155059643506337,BASE,0.0,,,
2019-08-21,0.0,2.155059643506337,BASE,0.0,,,
2019-08-22,0.0,2.155059643506337,BASE,0.0,,,
2019-08-23,0.0,2.155059643506337,BASE,0.0,,,
2019-08-24,0.0,2.155059643506337,BASE,0.0,,,
2019-08-25,0.0,2.155059643506337,BASE,0.0,,,
2019-08-26,0.0,2.155059643506337,BASE,0.0,,,
2019-08-27,0.0,2.155059643506337,BASE,0.0,,,
2019-08-28,0.0,2.155059643506337,BASE,0.0,,,
2019-08-29,0.0,2.155059643506337,BASE,0.0,,,
2019-08-30,0.0,2.155059643506337,BASE,0.0,,,
2019-08-31,0.0,2.155059643506337,BASE,0.0,,,
2019-09-01,0.0,2.155059643506337,BASE,0.0,,,
2019-09-02,0.0,2.155059643506337,BASE,0.0,,,
