date,strategy_return,base_return,btc_return,equity,executed_regime,executed_position,doge_close,doge_return,base_proxy_score,doge_score,doge_fast_ma,doge_slow_ma,doge_risk_ma,doge_vol,doge_trend_ok,doge_risk_off,doge_beats_base,doge_signal_raw,doge_signal,doge_execute
2018-06-19,0.0,0.0,0.0042830795267307,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-20,0.0,0.0,0.0030113288267239,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-21,0.0,0.0,-0.0063107205343185,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-22,0.0,0.0,-0.1002911216817189,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-23,0.0,0.0,0.0173664185277087,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-24,0.0,0.0,-0.0021154540339967,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-25,0.0,0.0,0.0187437774667302,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-26,0.0,0.0,-0.0289859245041587,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-27,0.0,0.0,0.0103693429839328,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-28,0.0,0.0,-0.0456084633656844,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-29,0.0,0.0,0.0587531901373084,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-06-30,0.0,0.0,0.031002336267651,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-01,0.0,0.0,-0.0052049508064855,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-02,0.0,0.0,0.0406619043199338,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-03,0.0,0.0,-0.0153326611531769,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-04,0.0,0.0,0.0112252949863829,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-05,0.0,0.0,-0.0087718499221191,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-06,0.0,0.0,0.0123414813453408,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-07,0.0,0.0,0.0222700301674185,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-08,0.0,0.0,-0.0066420205476409,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-09,0.0,0.0,-0.007446253780486,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-10,0.0,0.0,-0.0548188864805797,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-11,0.0,0.0,0.01288886136216,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-12,0.0,0.0,-0.0199903732633853,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-13,0.0,0.0,-0.0057594747359041,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-14,0.0,0.0,0.0060213337366865,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-15,0.0,0.0,0.0161580552752005,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-16,0.0,0.0,0.0582936277449586,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-17,0.0,0.0,0.0883622003911739,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-18,0.0,0.0,0.0088090917042025,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-19,0.0,0.0,0.0114211788292988,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-20,0.0,0.0,-0.0172349826752797,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-21,0.0,0.0,0.0083474956831521,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-22,0.0,0.0,-0.0005392780971997,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-23,0.0,0.0,0.0441148430178544,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-24,0.0,0.0,0.0875831011745871,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-25,0.0,0.0,-0.0263896232571654,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-26,0.0,0.0,-0.0312685000807276,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-27,0.0,0.0,0.0339103535353535,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-28,0.0,0.0,0.0044537690952146,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-29,0.0,0.0,-0.0017069825800239,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-30,0.0,0.0,-0.0045158933138472,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-07-31,0.0,0.0,-0.0541955389825199,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-01,0.0,0.0,-0.0163434412159986,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-02,0.0,0.0,-0.010371381456964,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-03,0.0,0.0,-0.0142086261628471,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-04,0.0,0.0,-0.0551222707776749,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-05,0.0,0.0,0.0020471223308948,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-06,0.0,0.0,-0.0127231751988485,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-07,0.0,0.0,-0.0309683596690324,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-08,0.0,0.0,-0.0647404933884518,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-09,0.0,0.0,0.0389482895783612,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-10,0.0,0.0,-0.0590800010413811,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-11,0.0,0.0,0.0143782318062632,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-12,0.0,0.0,0.0121912280279508,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-13,0.0,0.0,-0.0098251042668978,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-14,0.0,0.0,-0.0093286479303914,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-15,0.0,0.0,0.0127794081524479,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-16,0.0,0.0,0.0071148654254877,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-17,0.0,0.0,0.0432114706697825,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-18,0.0,0.0,-0.0298474141505263,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-19,0.0,0.0,0.0140216908058283,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-20,0.0,0.0,-0.0343788450227169,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-21,0.0,0.0,0.0359977233630277,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-22,0.0,0.0,-0.0183811728395061,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-23,0.0,0.0,0.0258014208703498,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-24,0.0,0.0,0.0240045609125503,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-25,0.0,0.0,0.0077825204590489,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-26,0.0,0.0,-0.0049958120719254,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-27,0.0,0.0,0.0311402985074626,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-28,0.0,0.0,0.0242406609694525,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-29,0.0,0.0,-0.0063438810306791,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-30,0.0,0.0,-0.0065962948108578,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-08-31,0.0,0.0,0.0037753191196934,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-01,0.0,0.0,0.0269283048147181,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-02,0.0,0.0,0.0141666469907679,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-03,0.0,0.0,-0.0053396256647142,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-04,0.0,0.0,0.0132231495989272,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-05,0.0,0.0,-0.0895576337195239,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-06,0.0,0.0,-0.0274611940298507,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-07,0.0,0.0,-0.0184883080289932,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-08,0.0,0.0,-0.03291199804864,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-09,0.0,0.0,0.0106320886654109,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-10,0.0,0.0,0.0097891313285798,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-11,0.0,0.0,-0.0027075411913815,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-12,0.0,0.0,0.0069437053111165,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-13,0.0,0.0,0.0234688307549593,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-14,0.0,0.0,-0.0016570634061824,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-15,0.0,0.0,0.0059182012867802,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-16,0.0,0.0,-0.0015287891253361,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-17,0.0,0.0,-0.039401998462721,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-18,0.0,0.0,0.0140445437363672,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-19,0.0,0.0,0.0087493785952703,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-20,0.0,0.0,0.0156620342340059,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-21,0.0,0.0,0.0411306223043745,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-22,0.0,0.0,-0.0053217774174363,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-23,0.0,0.0,-0.0022385673169171,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-24,0.0,0.0,-0.0188744782349432,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-25,0.0,0.0,-0.0203376490376653,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-26,0.0,0.0,0.0027266213160368,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-27,0.0,0.0,0.0346490088351028,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-28,0.0,0.0,-0.008155021654535,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-29,0.0,0.0,-0.0057577118672168,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-09-30,0.0,0.0,0.0045767527037556,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-01,0.0,0.0,-0.0022575782041086,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-02,0.0,0.0,-0.0129801969565657,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-03,0.0,0.0,-0.0024196304202249,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-04,0.0,0.0,0.0128709677419354,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-05,0.0,0.0,0.0063483975073515,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-06,0.0,0.0,-0.0062360130507183,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-07,0.0,0.0,0.0031830665107737,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-08,0.0,0.0,0.0087298156081545,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-09,0.0,0.0,-0.0024576615350494,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-10,0.0,0.0,-0.0038473036575673,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-11,0.0,0.0,-0.0570532348062131,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-12,0.0,0.0,0.0072496913323567,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-13,0.0,0.0,0.0055446085350769,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-14,0.0,0.0,0.0010121697223874,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-15,0.0,0.0,0.0651739771017172,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-16,0.0,0.0,0.0010025916327287,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-17,0.0,0.0,-0.0027192285557464,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-18,0.0,0.0,-0.0180881159609488,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-19,0.0,0.0,-0.0136093887861536,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-20,0.0,0.0,0.0091164181299088,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-21,0.0,0.0,0.0002595470827515,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-22,0.0,0.0,-0.0013520259904614,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-23,0.0,0.0,-0.0042074393727586,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-24,0.0,0.0,0.0018295539336934,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-25,0.0,0.0,-0.0056979666438199,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-26,0.0,0.0,0.0016145610737596,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-27,0.0,0.0,-0.0050515169079761,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-28,0.0,0.0,-0.0024086940482046,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-29,0.0,0.0,-0.0224085621878818,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-30,0.0,0.0,-0.0021483174403026,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-10-31,0.0,0.0,0.0064856804830932,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-01,0.0,0.0,0.0059746419059845,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-02,0.0,0.0,0.0037410296411855,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-03,0.0,0.0,-0.0072878684733242,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-04,0.0,0.0,0.0154624406419825,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-05,0.0,0.0,-0.0025995050764356,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-06,0.0,0.0,0.0077477318715903,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-07,0.0,0.0,0.0091040034605951,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-08,0.0,0.0,-0.0149913505592493,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-09,0.0,0.0,-0.0092363391688684,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-10,0.0,0.0,0.0020342710814191,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-11,0.0,0.0,0.0026052960881697,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-12,0.0,0.0,0.000505441245556,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-13,0.0,0.0,0.0007112893552991,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-14,0.0,0.0,-0.0828860608951229,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-15,0.0,0.0,-0.028537369077791,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-16,0.0,0.0,-0.0169395487885424,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-17,0.0,0.0,-0.0048886657213477,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-18,0.0,0.0,0.0059893857637043,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-19,0.0,0.0,-0.1328099611444719,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-20,0.0,0.0,-0.0715209479371816,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-21,0.0,0.0,0.0224200787038864,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-22,0.0,0.0,-0.0624470346937505,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-23,0.0,0.0,0.0115812356979403,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-24,0.0,0.0,-0.1104304609544836,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-25,0.0,0.0,0.0389936019367109,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-26,0.0,0.0,-0.0547214974864042,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-27,0.0,0.0,0.0033685464243178,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-28,0.0,0.0,0.1005468090761534,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-29,0.0,0.0,0.0072663751362884,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-11-30,0.0,0.0,-0.05924801668591,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
2018-12-01,0.0,0.0,0.0367949085942218,1.0,CASH,CASH,,0.0,0.0,,,,,0.0,False,False,False,False,False,False
