profile,decision_date,period_start,period_end,incumbent_asset_before,incumbent_hold_periods_before,selected_asset,selected,keep_reason,best_passed_asset,best_passed_score
phase66e_probation_base,2019-12-21,2019-12-22,2019-12-27,,0,,False,best_passed,,
phase66e_probation_base,2019-12-28,2019-12-29,2020-01-03,,0,,False,best_passed,,
phase66e_probation_base,2020-01-04,2020-01-05,2020-01-10,,0,,False,best_passed,,
phase66e_probation_base,2020-01-11,2020-01-12,2020-01-17,,0,,False,best_passed,,
phase66e_probation_base,2020-01-18,2020-01-19,2020-01-24,,0,,False,best_passed,,
phase66e_probation_base,2020-01-25,2020-01-26,2020-01-31,,0,,False,best_passed,,
phase66e_probation_base,2020-02-01,2020-02-02,2020-02-07,,0,,False,best_passed,,
phase66e_probation_base,2020-02-08,2020-02-09,2020-02-14,,0,,False,best_passed,,
phase66e_probation_base,2020-02-15,2020-02-16,2020-02-21,,0,,False,best_passed,,
phase66e_probation_base,2020-02-22,2020-02-23,2020-02-28,,0,,False,best_passed,,
phase66e_probation_base,2020-02-29,2020-03-01,2020-03-06,,0,,False,best_passed,,
phase66e_probation_base,2020-03-07,2020-03-08,2020-03-13,,0,,False,best_passed,,
phase66e_probation_base,2020-03-14,2020-03-15,2020-03-20,,0,,False,best_passed,,
phase66e_probation_base,2020-03-21,2020-03-22,2020-03-27,,0,,False,best_passed,,
phase66e_probation_base,2020-03-28,2020-03-29,2020-04-03,,0,,False,best_passed,,
phase66e_probation_base,2020-04-04,2020-04-05,2020-04-10,,0,,False,best_passed,,
phase66e_probation_base,2020-04-11,2020-04-12,2020-04-17,,0,,False,best_passed,,
phase66e_probation_base,2020-04-18,2020-04-19,2020-04-24,,0,,False,best_passed,,
phase66e_probation_base,2020-04-25,2020-04-26,2020-05-01,,0,,False,best_passed,,
phase66e_probation_base,2020-05-02,2020-05-03,2020-05-08,,0,,False,best_passed,,
phase66e_probation_base,2020-05-09,2020-05-10,2020-05-15,,0,DOGE,True,best_passed,DOGE,62.27983324949121
phase66e_probation_base,2020-05-16,2020-05-17,2020-05-22,DOGE,1,,False,best_passed,,
phase66e_probation_base,2020-05-23,2020-05-24,2020-05-29,,0,,False,best_passed,,
phase66e_probation_base,2020-05-30,2020-05-31,2020-06-05,,0,ADA,True,best_passed,ADA,244.68955163566258
phase66e_probation_base,2020-06-06,2020-06-07,2020-06-12,ADA,1,ADA,True,min_hold,ADA,250.8913926438623
phase66e_probation_base,2020-06-13,2020-06-14,2020-06-19,ADA,2,ADA,True,incumbent_best,ADA,216.77675393847795
phase66e_probation_base,2020-06-20,2020-06-21,2020-06-26,ADA,3,ADA,True,incumbent_best,ADA,209.49878644039185
phase66e_probation_base,2020-06-27,2020-06-28,2020-07-03,ADA,4,ADA,True,incumbent_best,ADA,212.41795595423787
phase66e_probation_base,2020-07-04,2020-07-05,2020-07-10,ADA,5,ADA,True,incumbent_best,ADA,323.7356370564681
phase66e_probation_base,2020-07-11,2020-07-12,2020-07-17,ADA,6,ADA,True,incumbent_best,ADA,391.3902156401446
phase66e_probation_base,2020-07-18,2020-07-19,2020-07-24,ADA,7,ADA,True,incumbent_best,ADA,385.4520170763936
phase66e_probation_base,2020-07-25,2020-07-26,2020-07-31,ADA,8,ADA,True,incumbent_best,ADA,501.4566623883674
phase66e_probation_base,2020-08-01,2020-08-02,2020-08-07,ADA,9,ADA,True,incumbent_best,ADA,600.5664873301043
phase66e_probation_base,2020-08-08,2020-08-09,2020-08-14,ADA,10,ADA,True,incumbent_best,ADA,705.4647274941711
phase66e_probation_base,2020-08-15,2020-08-16,2020-08-21,ADA,11,ADA,True,incumbent_best,ADA,655.9315196046614
phase66e_probation_base,2020-08-22,2020-08-23,2020-08-28,ADA,12,ADA,True,incumbent_best,ADA,659.9690969543192
phase66e_probation_base,2020-08-29,2020-08-30,2020-09-04,ADA,13,ETH,True,best_passed,ETH,23.48170955340043
phase66e_probation_base,2020-09-05,2020-09-06,2020-09-11,ETH,1,DOGE,True,best_passed,DOGE,34.14440545024213
phase66e_probation_base,2020-09-12,2020-09-13,2020-09-18,DOGE,1,DOGE,True,min_hold,DOGE,34.82045726067174
phase66e_probation_base,2020-09-19,2020-09-20,2020-09-25,DOGE,2,DOGE,True,incumbent_best,DOGE,36.97649793033766
phase66e_probation_base,2020-09-26,2020-09-27,2020-10-02,DOGE,3,ADA,True,best_passed,ADA,294.15374322445956
phase66e_probation_base,2020-10-03,2020-10-04,2020-10-09,ADA,1,ADA,True,min_hold,ADA,183.01502444066904
phase66e_probation_base,2020-10-10,2020-10-11,2020-10-16,ADA,2,ADA,True,incumbent_best,ADA,184.8958912287117
phase66e_probation_base,2020-10-17,2020-10-18,2020-10-23,ADA,3,ADA,True,incumbent_best,ADA,200.64919470903175
phase66e_probation_base,2020-10-24,2020-10-25,2020-10-30,ADA,4,ADA,True,incumbent_best,ADA,215.4034124511937
phase66e_probation_base,2020-10-31,2020-11-01,2020-11-06,ADA,5,ADA,True,incumbent_best,ADA,215.4260556490174
phase66e_probation_base,2020-11-07,2020-11-08,2020-11-13,ADA,6,ADA,True,incumbent_best,ADA,242.29921331108662
phase66e_probation_base,2020-11-14,2020-11-15,2020-11-20,ADA,7,ADA,True,incumbent_best,ADA,249.85650478946613
phase66e_probation_base,2020-11-21,2020-11-22,2020-11-27,ADA,8,ADA,True,incumbent_best,ADA,413.63920748728805
phase66e_probation_base,2020-11-28,2020-11-29,2020-12-04,ADA,9,ADA,True,incumbent_best,ADA,406.15912122422475
phase66e_probation_base,2020-12-05,2020-12-06,2020-12-11,ADA,10,ADA,True,incumbent_best,ADA,432.41430523760545
phase66e_probation_base,2020-12-12,2020-12-13,2020-12-18,ADA,11,ADA,True,incumbent_best,ADA,428.2916236494827
phase66e_probation_base,2020-12-19,2020-12-20,2020-12-25,ADA,12,ADA,True,incumbent_best,ADA,518.3598863445751
phase66e_probation_base,2020-12-26,2020-12-27,2021-01-01,ADA,13,ADA,True,incumbent_best,ADA,580.863192332845
phase66e_probation_base,2021-01-02,2021-01-03,2021-01-08,ADA,14,ADA,True,incumbent_best,ADA,729.4480416037701
phase66e_probation_base,2021-01-09,2021-01-10,2021-01-15,ADA,15,ADA,True,incumbent_best,ADA,728.3532910485371
phase66e_probation_base,2021-01-16,2021-01-17,2021-01-22,ADA,16,ADA,True,incumbent_best,ADA,728.3532910485371
phase66e_probation_base,2021-01-23,2021-01-24,2021-01-29,ADA,17,ADA,True,incumbent_best,ADA,759.9053186873141
phase66e_probation_base,2021-01-30,2021-01-31,2021-02-05,ADA,18,ADA,True,incumbent_best,ADA,675.3235840763816
phase66e_probation_base,2021-02-06,2021-02-07,2021-02-12,ADA,19,ADA,True,incumbent_best,ADA,640.4668600064064
phase66e_probation_base,2021-02-13,2021-02-14,2021-02-19,ADA,20,ADA,True,incumbent_best,ADA,637.5955693133376
phase66e_probation_base,2021-02-20,2021-02-21,2021-02-26,ADA,21,ADA,True,incumbent_best,ADA,638.5518220464072
phase66e_probation_base,2021-02-27,2021-02-28,2021-03-05,ADA,22,ADA,True,incumbent_best,ADA,638.5518220464072
phase66e_probation_base,2021-03-06,2021-03-07,2021-03-12,ADA,23,ADA,True,incumbent_best,ADA,638.5518220464072
phase66e_probation_base,2021-03-13,2021-03-14,2021-03-19,ADA,24,ADA,True,incumbent_best,ADA,699.4671822697646
phase66e_probation_base,2021-03-20,2021-03-21,2021-03-26,ADA,25,ADA,True,incumbent_best,ADA,664.2416721627895
phase66e_probation_base,2021-03-27,2021-03-28,2021-04-02,ADA,26,ADA,True,incumbent_best,ADA,692.0892349931125
phase66e_probation_base,2021-04-03,2021-04-04,2021-04-09,ADA,27,ADA,True,incumbent_best,ADA,722.125321154045
phase66e_probation_base,2021-04-10,2021-04-11,2021-04-16,ADA,28,ADA,True,incumbent_best,ADA,746.6722108651343
phase66e_probation_base,2021-04-17,2021-04-18,2021-04-23,ADA,29,ADA,True,incumbent_best,ADA,775.8821245623838
phase66e_probation_base,2021-04-24,2021-04-25,2021-04-30,ADA,30,ADA,True,incumbent_best,ADA,703.3511456361422
phase66e_probation_base,2021-05-01,2021-05-02,2021-05-07,ADA,31,ADA,True,incumbent_best,ADA,703.3511456361422
phase66e_probation_base,2021-05-08,2021-05-09,2021-05-14,ADA,32,ADA,True,incumbent_best,ADA,736.2597784746184
phase66e_probation_base,2021-05-15,2021-05-16,2021-05-21,ADA,33,ADA,True,incumbent_best,ADA,653.6946185902341
phase66e_probation_base,2021-05-22,2021-05-23,2021-05-28,ADA,34,ADA,True,incumbent_best,ADA,668.0655059065366
phase66e_probation_base,2021-05-29,2021-05-30,2021-06-04,ADA,35,ETH,True,best_passed,ETH,333.6943245636317
phase66e_probation_base,2021-06-05,2021-06-06,2021-06-11,ETH,1,ETH,True,min_hold,ETH,359.5831097759732
phase66e_probation_base,2021-06-12,2021-06-13,2021-06-18,ETH,2,ETH,True,incumbent_best,ETH,373.4204637025166
phase66e_probation_base,2021-06-19,2021-06-20,2021-06-25,ETH,3,ETH,True,incumbent_best,ETH,363.04879331021385
phase66e_probation_base,2021-06-26,2021-06-27,2021-07-02,ETH,4,ETH,True,incumbent_best,ETH,341.84897441382134
phase66e_probation_base,2021-07-03,2021-07-04,2021-07-09,ETH,5,ETH,True,incumbent_best,ETH,335.7170302056174
phase66e_probation_base,2021-07-10,2021-07-11,2021-07-16,ETH,6,ETH,True,incumbent_best,ETH,293.9572114389577
phase66e_probation_base,2021-07-17,2021-07-18,2021-07-23,ETH,7,ETH,True,incumbent_best,ETH,300.2284884593857
phase66e_probation_base,2021-07-24,2021-07-25,2021-07-30,ETH,8,ETH,True,incumbent_best,ETH,242.00643893468288
phase66e_probation_base,2021-07-31,2021-08-01,2021-08-06,ETH,9,ETH,True,incumbent_best,ETH,97.72356479762213
phase66e_probation_base,2021-08-07,2021-08-08,2021-08-13,ETH,10,ETH,True,incumbent_best,ETH,83.97075340508873
phase66e_probation_base,2021-08-14,2021-08-15,2021-08-20,ETH,11,ETH,True,incumbent_best,ETH,83.80922392328013
phase66e_probation_base,2021-08-21,2021-08-22,2021-08-27,ETH,12,ETH,True,incumbent_best,ETH,89.93677061292804
phase66e_probation_base,2021-08-28,2021-08-29,2021-09-03,ETH,13,ETH,True,incumbent_best,ETH,85.58044611619307
phase66e_probation_base,2021-09-04,2021-09-05,2021-09-10,ETH,14,,False,best_passed,,
phase66e_probation_base,2021-09-11,2021-09-12,2021-09-17,,0,,False,best_passed,,
phase66e_probation_base,2021-09-18,2021-09-19,2021-09-24,,0,,False,best_passed,,
phase66e_probation_base,2021-09-25,2021-09-26,2021-10-01,,0,,False,best_passed,,
phase66e_probation_base,2021-10-02,2021-10-03,2021-10-08,,0,,False,best_passed,,
phase66e_probation_base,2021-10-09,2021-10-10,2021-10-15,,0,,False,best_passed,,
phase66e_probation_base,2021-10-16,2021-10-17,2021-10-22,,0,,False,best_passed,,
phase66e_probation_base,2021-10-23,2021-10-24,2021-10-29,,0,,False,best_passed,,
phase66e_probation_base,2021-10-30,2021-10-31,2021-11-05,,0,,False,best_passed,,
phase66e_probation_base,2021-11-06,2021-11-07,2021-11-12,,0,,False,best_passed,,
phase66e_probation_base,2021-11-13,2021-11-14,2021-11-19,,0,,False,best_passed,,
phase66e_probation_base,2021-11-20,2021-11-21,2021-11-26,,0,,False,best_passed,,
phase66e_probation_base,2021-11-27,2021-11-28,2021-12-03,,0,,False,best_passed,,
phase66e_probation_base,2021-12-04,2021-12-05,2021-12-10,,0,,False,best_passed,,
phase66e_probation_base,2021-12-11,2021-12-12,2021-12-17,,0,,False,best_passed,,
phase66e_probation_base,2021-12-18,2021-12-19,2021-12-24,,0,,False,best_passed,,
phase66e_probation_base,2021-12-25,2021-12-26,2021-12-31,,0,,False,best_passed,,
phase66e_probation_base,2022-01-01,2022-01-02,2022-01-07,,0,,False,best_passed,,
phase66e_probation_base,2022-01-08,2022-01-09,2022-01-14,,0,,False,best_passed,,
phase66e_probation_base,2022-01-15,2022-01-16,2022-01-21,,0,,False,best_passed,,
phase66e_probation_base,2022-01-22,2022-01-23,2022-01-28,,0,,False,best_passed,,
phase66e_probation_base,2022-01-29,2022-01-30,2022-02-04,,0,,False,best_passed,,
phase66e_probation_base,2022-02-05,2022-02-06,2022-02-11,,0,,False,best_passed,,
phase66e_probation_base,2022-02-12,2022-02-13,2022-02-18,,0,,False,best_passed,,
phase66e_probation_base,2022-02-19,2022-02-20,2022-02-25,,0,,False,best_passed,,
phase66e_probation_base,2022-02-26,2022-02-27,2022-03-04,,0,,False,best_passed,,
phase66e_probation_base,2022-03-05,2022-03-06,2022-03-11,,0,,False,best_passed,,
phase66e_probation_base,2022-03-12,2022-03-13,2022-03-18,,0,,False,best_passed,,
phase66e_probation_base,2022-03-19,2022-03-20,2022-03-25,,0,,False,best_passed,,
phase66e_probation_base,2022-03-26,2022-03-27,2022-04-01,,0,,False,best_passed,,
phase66e_probation_base,2022-04-02,2022-04-03,2022-04-08,,0,,False,best_passed,,
phase66e_probation_base,2022-04-09,2022-04-10,2022-04-15,,0,,False,best_passed,,
phase66e_probation_base,2022-04-16,2022-04-17,2022-04-22,,0,,False,best_passed,,
phase66e_probation_base,2022-04-23,2022-04-24,2022-04-29,,0,,False,best_passed,,
phase66e_probation_base,2022-04-30,2022-05-01,2022-05-06,,0,,False,best_passed,,
phase66e_probation_base,2022-05-07,2022-05-08,2022-05-13,,0,,False,best_passed,,
phase66e_probation_base,2022-05-14,2022-05-15,2022-05-20,,0,,False,best_passed,,
phase66e_probation_base,2022-05-21,2022-05-22,2022-05-27,,0,,False,best_passed,,
phase66e_probation_base,2022-05-28,2022-05-29,2022-06-03,,0,,False,best_passed,,
phase66e_probation_base,2022-06-04,2022-06-05,2022-06-10,,0,,False,best_passed,,
phase66e_probation_base,2022-06-11,2022-06-12,2022-06-17,,0,,False,best_passed,,
phase66e_probation_base,2022-06-18,2022-06-19,2022-06-24,,0,,False,best_passed,,
phase66e_probation_base,2022-06-25,2022-06-26,2022-07-01,,0,,False,best_passed,,
phase66e_probation_base,2022-07-02,2022-07-03,2022-07-08,,0,,False,best_passed,,
phase66e_probation_base,2022-07-09,2022-07-10,2022-07-15,,0,,False,best_passed,,
phase66e_probation_base,2022-07-16,2022-07-17,2022-07-22,,0,,False,best_passed,,
phase66e_probation_base,2022-07-23,2022-07-24,2022-07-29,,0,,False,best_passed,,
phase66e_probation_base,2022-07-30,2022-07-31,2022-08-05,,0,,False,best_passed,,
phase66e_probation_base,2022-08-06,2022-08-07,2022-08-12,,0,,False,best_passed,,
phase66e_probation_base,2022-08-13,2022-08-14,2022-08-19,,0,,False,best_passed,,
phase66e_probation_base,2022-08-20,2022-08-21,2022-08-26,,0,,False,best_passed,,
phase66e_probation_base,2022-08-27,2022-08-28,2022-09-02,,0,,False,best_passed,,
phase66e_probation_base,2022-09-03,2022-09-04,2022-09-09,,0,,False,best_passed,,
phase66e_probation_base,2022-09-10,2022-09-11,2022-09-16,,0,,False,best_passed,,
phase66e_probation_base,2022-09-17,2022-09-18,2022-09-23,,0,,False,best_passed,,
phase66e_probation_base,2022-09-24,2022-09-25,2022-09-30,,0,,False,best_passed,,
phase66e_probation_base,2022-10-01,2022-10-02,2022-10-07,,0,,False,best_passed,,
phase66e_probation_base,2022-10-08,2022-10-09,2022-10-14,,0,,False,best_passed,,
phase66e_probation_base,2022-10-15,2022-10-16,2022-10-21,,0,,False,best_passed,,
phase66e_probation_base,2022-10-22,2022-10-23,2022-10-28,,0,,False,best_passed,,
phase66e_probation_base,2022-10-29,2022-10-30,2022-11-04,,0,,False,best_passed,,
phase66e_probation_base,2022-11-05,2022-11-06,2022-11-11,,0,,False,best_passed,,
phase66e_probation_base,2022-11-12,2022-11-13,2022-11-18,,0,,False,best_passed,,
phase66e_probation_base,2022-11-19,2022-11-20,2022-11-25,,0,,False,best_passed,,
phase66e_probation_base,2022-11-26,2022-11-27,2022-12-02,,0,,False,best_passed,,
phase66e_probation_base,2022-12-03,2022-12-04,2022-12-09,,0,,False,best_passed,,
phase66e_probation_base,2022-12-10,2022-12-11,2022-12-16,,0,,False,best_passed,,
phase66e_probation_base,2022-12-17,2022-12-18,2022-12-23,,0,,False,best_passed,,
phase66e_probation_base,2022-12-24,2022-12-25,2022-12-30,,0,,False,best_passed,,
phase66e_probation_base,2022-12-31,2023-01-01,2023-01-06,,0,,False,best_passed,,
phase66e_probation_base,2023-01-07,2023-01-08,2023-01-13,,0,,False,best_passed,,
phase66e_probation_base,2023-01-14,2023-01-15,2023-01-20,,0,,False,best_passed,,
phase66e_probation_base,2023-01-21,2023-01-22,2023-01-27,,0,ETH,True,best_passed,ETH,17.68072717467009
phase66e_probation_base,2023-01-28,2023-01-29,2023-02-03,ETH,1,ETH,True,min_hold,ETH,17.855487125178858
phase66e_probation_base,2023-02-04,2023-02-05,2023-02-10,ETH,2,ETH,True,incumbent_best,ETH,18.17315187017382
phase66e_probation_base,2023-02-11,2023-02-12,2023-02-17,ETH,3,ETH,True,incumbent_best,ETH,17.005159834579917
phase66e_probation_base,2023-02-18,2023-02-19,2023-02-24,ETH,4,ETH,True,incumbent_best,ETH,17.22661709817798
phase66e_probation_base,2023-02-25,2023-02-26,2023-03-03,ETH,5,ETH,True,incumbent_best,ETH,17.28208982332375
phase66e_probation_base,2023-03-04,2023-03-05,2023-03-10,ETH,6,ETH,True,incumbent_best,ETH,16.464085896069975
phase66e_probation_base,2023-03-11,2023-03-12,2023-03-17,ETH,7,ETH,True,incumbent_best,ETH,16.464085896069975
phase66e_probation_base,2023-03-18,2023-03-19,2023-03-24,ETH,8,,False,best_passed,,
phase66e_probation_base,2023-03-25,2023-03-26,2023-03-31,,0,,False,best_passed,,
phase66e_probation_base,2023-04-01,2023-04-02,2023-04-07,,0,,False,best_passed,,
phase66e_probation_base,2023-04-08,2023-04-09,2023-04-14,,0,,False,best_passed,,
phase66e_probation_base,2023-04-15,2023-04-16,2023-04-21,,0,,False,best_passed,,
phase66e_probation_base,2023-04-22,2023-04-23,2023-04-28,,0,,False,best_passed,,
phase66e_probation_base,2023-04-29,2023-04-30,2023-05-05,,0,,False,best_passed,,
phase66e_probation_base,2023-05-06,2023-05-07,2023-05-12,,0,,False,best_passed,,
phase66e_probation_base,2023-05-13,2023-05-14,2023-05-19,,0,,False,best_passed,,
phase66e_probation_base,2023-05-20,2023-05-21,2023-05-26,,0,,False,best_passed,,
phase66e_probation_base,2023-05-27,2023-05-28,2023-06-02,,0,TRX,True,best_passed,TRX,22.886959913268317
phase66e_probation_base,2023-06-03,2023-06-04,2023-06-09,TRX,1,TRX,True,min_hold,TRX,84.03780900803157
phase66e_probation_base,2023-06-10,2023-06-11,2023-06-16,TRX,2,TRX,True,incumbent_best,TRX,10.087778888158738
phase66e_probation_base,2023-06-17,2023-06-18,2023-06-23,TRX,3,TRX,True,incumbent_best,TRX,14.208185069247392
phase66e_probation_base,2023-06-24,2023-06-25,2023-06-30,TRX,4,TRX,True,incumbent_best,TRX,14.415665646154224
phase66e_probation_base,2023-07-01,2023-07-02,2023-07-07,TRX,5,TRX,True,incumbent_best,TRX,13.117693258347664
phase66e_probation_base,2023-07-08,2023-07-09,2023-07-14,TRX,6,TRX,True,incumbent_best,TRX,12.49465667750031
phase66e_probation_base,2023-07-15,2023-07-16,2023-07-21,TRX,7,TRX,True,incumbent_best,TRX,11.859035883542877
phase66e_probation_base,2023-07-22,2023-07-23,2023-07-28,TRX,8,TRX,True,incumbent_best,TRX,18.250508174531273
phase66e_probation_base,2023-07-29,2023-07-30,2023-08-04,TRX,9,TRX,True,incumbent_best,TRX,32.10121979173333
phase66e_probation_base,2023-08-05,2023-08-06,2023-08-11,TRX,10,,False,best_passed,,
phase66e_probation_base,2023-08-12,2023-08-13,2023-08-18,,0,,False,best_passed,,
phase66e_probation_base,2023-08-19,2023-08-20,2023-08-25,,0,,False,best_passed,,
phase66e_probation_base,2023-08-26,2023-08-27,2023-09-01,,0,,False,best_passed,,
phase66e_probation_base,2023-09-02,2023-09-03,2023-09-08,,0,,False,best_passed,,
phase66e_probation_base,2023-09-09,2023-09-10,2023-09-15,,0,,False,best_passed,,
phase66e_probation_base,2023-09-16,2023-09-17,2023-09-22,,0,,False,best_passed,,
phase66e_probation_base,2023-09-23,2023-09-24,2023-09-29,,0,,False,best_passed,,
phase66e_probation_base,2023-09-30,2023-10-01,2023-10-06,,0,,False,best_passed,,
phase66e_probation_base,2023-10-07,2023-10-08,2023-10-13,,0,,False,best_passed,,
phase66e_probation_base,2023-10-14,2023-10-15,2023-10-20,,0,,False,best_passed,,
phase66e_probation_base,2023-10-21,2023-10-22,2023-10-27,,0,,False,best_passed,,
phase66e_probation_base,2023-10-28,2023-10-29,2023-11-03,,0,,False,best_passed,,
phase66e_probation_base,2023-11-04,2023-11-05,2023-11-10,,0,,False,best_passed,,
phase66e_probation_base,2023-11-11,2023-11-12,2023-11-17,,0,,False,best_passed,,
phase66e_probation_base,2023-11-18,2023-11-19,2023-11-24,,0,,False,best_passed,,
phase66e_probation_base,2023-11-25,2023-11-26,2023-12-01,,0,,False,best_passed,,
phase66e_probation_base,2023-12-02,2023-12-03,2023-12-08,,0,DOGE,True,best_passed,DOGE,33.34336160062119
phase66e_probation_base,2023-12-09,2023-12-10,2023-12-15,DOGE,1,DOGE,True,min_hold,DOGE,27.88523262720278
phase66e_probation_base,2023-12-16,2023-12-17,2023-12-22,DOGE,2,DOGE,True,incumbent_best,DOGE,26.018307796257947
phase66e_probation_base,2023-12-23,2023-12-24,2023-12-29,DOGE,3,DOGE,True,incumbent_best,DOGE,26.906100102908972
phase66e_probation_base,2023-12-30,2023-12-31,2024-01-05,DOGE,4,DOGE,True,incumbent_best,DOGE,26.92347180993356
phase66e_probation_base,2024-01-06,2024-01-07,2024-01-12,DOGE,5,DOGE,True,incumbent_best,DOGE,26.08750581221616
phase66e_probation_base,2024-01-13,2024-01-14,2024-01-19,DOGE,6,DOGE,True,incumbent_best,DOGE,25.637185385719647
phase66e_probation_base,2024-01-20,2024-01-21,2024-01-26,DOGE,7,DOGE,True,incumbent_best,DOGE,24.495689568016125
phase66e_probation_base,2024-01-27,2024-01-28,2024-02-02,DOGE,8,DOGE,True,incumbent_best,DOGE,23.238546684792244
phase66e_probation_base,2024-02-03,2024-02-04,2024-02-09,DOGE,9,DOGE,True,incumbent_best,DOGE,23.993829514229876
phase66e_probation_base,2024-02-10,2024-02-11,2024-02-16,DOGE,10,DOGE,True,incumbent_best,DOGE,24.107672259052155
phase66e_probation_base,2024-02-17,2024-02-18,2024-02-23,DOGE,11,DOGE,True,incumbent_best,DOGE,24.58782171279889
phase66e_probation_base,2024-02-24,2024-02-25,2024-03-01,DOGE,12,DOGE,True,incumbent_best,DOGE,33.35140030081936
phase66e_probation_base,2024-03-02,2024-03-03,2024-03-08,DOGE,13,,False,best_passed,,
phase66e_probation_base,2024-03-09,2024-03-10,2024-03-15,,0,DOGE,True,best_passed,DOGE,4.359053971662024
phase66e_probation_base,2024-03-16,2024-03-17,2024-03-22,DOGE,1,DOGE,True,min_hold,DOGE,4.171369292675339
phase66e_probation_base,2024-03-23,2024-03-24,2024-03-29,DOGE,2,DOGE,True,incumbent_best,DOGE,4.137878643016893
phase66e_probation_base,2024-03-30,2024-03-31,2024-04-05,DOGE,3,DOGE,True,incumbent_best,DOGE,4.108731509392757
phase66e_probation_base,2024-04-06,2024-04-07,2024-04-12,DOGE,4,DOGE,True,incumbent_best,DOGE,4.123620384547524
phase66e_probation_base,2024-04-13,2024-04-14,2024-04-19,DOGE,5,DOGE,True,incumbent_best,DOGE,4.014052935261634
phase66e_probation_base,2024-04-20,2024-04-21,2024-04-26,DOGE,6,LINK,True,best_passed,LINK,37.03867463474109
phase66e_probation_base,2024-04-27,2024-04-28,2024-05-03,LINK,1,LINK,True,min_hold,LINK,35.393120612156125
phase66e_probation_base,2024-05-04,2024-05-05,2024-05-10,LINK,2,LINK,True,incumbent_best,LINK,36.30787342372744
phase66e_probation_base,2024-05-11,2024-05-12,2024-05-17,LINK,3,LINK,True,incumbent_best,LINK,38.542017513135406
phase66e_probation_base,2024-05-18,2024-05-19,2024-05-24,LINK,4,LINK,True,incumbent_best,LINK,38.542017513135406
phase66e_probation_base,2024-05-25,2024-05-26,2024-05-31,LINK,5,LINK,True,incumbent_best,LINK,35.45825586898605
phase66e_probation_base,2024-06-01,2024-06-02,2024-06-07,LINK,6,LINK,True,incumbent_best,LINK,36.41779608232636
phase66e_probation_base,2024-06-08,2024-06-09,2024-06-14,LINK,7,DOGE,True,best_passed,DOGE,4.144766807417749
phase66e_probation_base,2024-06-15,2024-06-16,2024-06-21,DOGE,1,DOGE,True,min_hold,DOGE,4.113839967003141
